,news_headline,news_article,news_category,token,labels_true,principal component 1,principal component 2,labels
38,PM Modi condoles demise of 1983 WC-winning batsman Yashpal Sharma,"Prime Minister Narendra Modi took to Twitter to condole the demise of former India batsman Yashpal Sharma, who was a part of India's 1983 World Cup-winning squad. ""Yashpal Ji was an inspiration for teammates, fans as well as budding cricketers. Anguished by his passing away,"" PM Modi wrote. Yashpal passed away aged 66 due to heart attack. ",sports,"['prime', 'minister', 'narendra', 'modi', 'took', 'twitter', 'condole', 'demise', 'india', 'batsman', 'yashpal', 'sharma', 'india', 'world', 'cup', 'winning', 'squad', 'yashpal', 'inspiration', 'teammates', 'fans', 'budding', 'cricketers', 'anguished', 'passing', 'away', 'modi', 'wrote', 'yashpal', 'passed', 'away', 'aged', 'heart', 'attack']",0,0.12132614400981596,0.006662469382970554,0
39,SL tour will be challenging for Hardik Pandya as a batsman: Karim,"Ex-India wicketkeeper-batsman Saba Karim has said India's upcoming limited-overs series against Sri Lanka will be a challenge for all-rounder Hardik Pandya as a batsman. ""Pandya was struggling on slow Chennai pitches during IPL. He will get similar wickets in Sri Lanka,"" he added. In November 2020, Pandya became fastest Indian batsman in terms of balls to score 1,000 ODI runs.",sports,"['india', 'wicketkeeper', 'batsman', 'saba', 'karim', 'said', 'india', 'upcoming', 'limited', 'overs', 'series', 'sri', 'lanka', 'challenge', 'rounder', 'hardik', 'pandya', 'batsman', 'pandya', 'struggling', 'slow', 'chennai', 'pitches', 'ipl', 'similar', 'wickets', 'sri', 'lanka', 'added', 'november', 'pandya', 'fastest', 'indian', 'batsman', 'terms', 'balls', 'score', 'odi', 'runs']",0,0.22336753407838317,-0.08070184162848695,0
40,MS Dhoni taught Team India a new way of captaincy: Aakash ,"Commentator Aakash Chopra has said ex-India captain MS Dhoni taught the team a new way of captaincy. ""Sourav Ganguly used to find players but Dhoni groomed them. Dhoni created an environment where he could get the best out of every player that was there...Deepak Chahar gave me an example on how he [Dhoni] prepared him for death bowling,"" he added.",sports,"['commentator', 'aakash', 'chopra', 'said', 'india', 'captain', 'dhoni', 'taught', 'team', 'new', 'way', 'captaincy', 'sourav', 'ganguly', 'used', 'players', 'dhoni', 'groomed', 'dhoni', 'created', 'environment', 'best', 'player', 'deepak', 'chahar', 'gave', 'example', 'dhoni', 'prepared', 'death', 'bowling', 'added']",0,0.1411242399115866,-0.0768256172083674,0
41,"I would've said, no way: Sampras on 3 players surpassing his Slam tally","Fourteen-time Grand Slam champion Pete Sampras said that he had never envisioned three players surpassing him on the Grand Slam leaderboard within two decades of his retirement. Roger Federer, was the first player to break Sampras' record when he won Wimbledon in 2009. Nadal and Djokovic broke American's tally with 2017 French Open and 2019 Australian Open title respectively.",sports,"['fourteen', 'time', 'grand', 'slam', 'champion', 'pete', 'sampras', 'said', 'envisioned', 'players', 'surpassing', 'grand', 'slam', 'leaderboard', 'decades', 'retirement', 'roger', 'federer', 'player', 'break', 'sampras', 'record', 'won', 'wimbledon', 'nadal', 'djokovic', 'broke', 'american', 'tally', 'french', 'open', 'australian', 'open', 'title', 'respectively']",0,0.10044798034212854,-0.20615235051537587,0
42,Muhammad Ali: Mary Kom after PM Modi asks her to name favourite athlete,"While interacting with India's Tokyo-bound athletes, PM Narendra Modi asked six-time world champion boxer Mary Kom to name her favourite athlete. ""Mary Kom Ji...the entire country takes inspiration [from you]...I just wanted to ask...who's your favourite sportsperson?"" asked PM Modi. ""When I talk about boxers, my favourite [is] Muhammad Ali,"" the London Olympics bronze medallist replied. ",sports,"['interacting', 'india', 'tokyo', 'bound', 'athletes', 'narendra', 'modi', 'asked', 'time', 'world', 'champion', 'boxer', 'mary', 'kom', 'favourite', 'athlete', 'mary', 'kom', 'entire', 'country', 'takes', 'inspiration', 'just', 'wanted', 'ask', 'favourite', 'sportsperson', 'asked', 'modi', 'talk', 'boxers', 'favourite', 'muhammad', 'ali', 'london', 'olympics', 'bronze', 'medallist', 'replied']",0,0.12986140896061615,-0.053425324308353575,0
43,WI's Stafanie displaces India's Mithali to top Women's ODI batter rankings,"West Indies captain Stafanie Taylor on Tuesday displaced India captain Mithali Raj from the number one position in the latest ICC Women's ODI rankings for batters. Taylor has also been ranked number one in the all-rounders' list, replacing Ellyse Perry of Australia. Taylor had slammed unbeaten 105 against Pakistan in the first ODI of the ongoing five-match series. ",sports,"['west', 'indies', 'captain', 'stafanie', 'taylor', 'tuesday', 'displaced', 'india', 'captain', 'mithali', 'raj', 'number', 'position', 'latest', 'icc', 'women', 'odi', 'rankings', 'batters', 'taylor', 'ranked', 'number', 'rounders', 'list', 'replacing', 'ellyse', 'perry', 'australia', 'taylor', 'slammed', 'unbeaten', 'pakistan', 'odi', 'ongoing', 'match', 'series']",0,0.14839650239081825,-0.11489765588203307,0
44,"Babar overtakes Amla, Kohli to become fastest batsman to hit 14 ODI tons","Pakistan captain Babar Azam has become the fastest batsman to slam 14 ODI hundreds, achieving the feat in his 81st innings during their third England ODI. Babar surpassed South Africa's Hashim Amla, who had scored his 14th ODI ton in his 84th innings. Australia's David Warner had taken 98 innings, while Virat Kohli took 103 innings to reach the milestone. ",sports,"['pakistan', 'captain', 'babar', 'azam', 'fastest', 'batsman', 'slam', 'odi', 'hundreds', 'achieving', 'feat', 'innings', 'england', 'odi', 'babar', 'surpassed', 'south', 'africa', 'hashim', 'amla', 'scored', 'odi', 'ton', 'innings', 'australia', 'david', 'warner', 'taken', 'innings', 'virat', 'kohli', 'took', 'innings', 'reach', 'milestone']",0,0.2531732405403534,-0.13133387839952826,0
45,India to host badminton World Championships in 2026,"Badminton World Federation (BWF) on Tuesday confirmed that India will be hosting the World Championships in 2026. India were scheduled to organise the Sudirman Cup in 2023 but BWF decided to give the hosting rights of the World Mixed Team Championships to Suzhou, China. It's the second time that India will be hosting the World Championships after 2009 in Hyderabad.",sports,"['badminton', 'world', 'federation', 'bwf', 'tuesday', 'confirmed', 'india', 'hosting', 'world', 'championships', 'india', 'scheduled', 'organise', 'sudirman', 'cup', 'bwf', 'decided', 'hosting', 'rights', 'world', 'mixed', 'team', 'championships', 'suzhou', 'china', 'second', 'time', 'india', 'hosting', 'world', 'championships', 'hyderabad']",0,0.11609505007945553,-0.12801933928000725,0
46,Rashford will put his hand up and say he wants to take penalty again: Solskjaer,"Amid Marcus Rashford's criticism for missing penalty for England in Euro 2020 final against Italy, Manchester United manager Ole Gunnar Solskjaer has said their forward Rashford will not hesitate to take penalty again. ""When you step up to take a penalty, I think you've already won...[because] you've taken on responsibility [that many players don't want to take],"" he added. ",sports,"['amid', 'marcus', 'rashford', 'criticism', 'missing', 'penalty', 'england', 'euro', 'final', 'italy', 'manchester', 'united', 'manager', 'ole', 'gunnar', 'solskjaer', 'said', 'forward', 'rashford', 'hesitate', 'penalty', 'step', 'penalty', 'think', 'won', 'taken', 'responsibility', 'players', 'don', 'want', 'added']",0,0.004723601674298102,-0.0926802802556428,0
47,WI's Fabian Allen dives to complete rebound after Bravo drops catch,"West Indies all-rounder Fabian Allen took a diving catch to dismiss Australia skipper Aaron Finch in the third T20I of the five-match series. Interestingly, it was Dwayne Bravo who got to the ball first, but fumbled and could not hold it. The ball popped out of his hands and Allen made a full-stretch dive to take the rebound. ",sports,"['west', 'indies', 'rounder', 'fabian', 'allen', 'took', 'diving', 'catch', 'dismiss', 'australia', 'skipper', 'aaron', 'finch', 'match', 'series', 'interestingly', 'dwayne', 'bravo', 'got', 'ball', 'fumbled', 'hold', 'ball', 'popped', 'hands', 'allen', 'stretch', 'dive', 'rebound']",0,0.0893394967788309,-0.2157457407979824,0
48,Would be frustrating to not be able to participate in The Hundred: Stokes,"England all-rounder Ben Stokes has said it would be ""devastating"" and ""frustrating"" for the country's Test cricketers if they are ruled out of 'The Hundred' due to safety from COVID-19 for the upcoming five-match Test series against India. ""'The Hundred' is a massive event for England and we want to be part of it,"" he added. 
",sports,"['england', 'rounder', 'ben', 'stokes', 'said', 'devastating', 'frustrating', 'country', 'test', 'cricketers', 'ruled', 'safety', 'covid', 'upcoming', 'match', 'test', 'series', 'india', 'massive', 'event', 'england', 'want', 'added']",0,0.025088094392297595,-0.10672279728937159,0
49,India Women fined for slow over-rate in 2nd T20I vs England Women,"India Women on Monday were fined 20% of their match fee for maintaining a slow over-rate against England Women in the second T20I in Hove, England. Match referee Phil Whitticase imposed the sanction after Harmanpreet Kaur-led India was ruled to be one over short of the target after time allowances were taken into consideration. India defeated England by eight runs.",sports,"['india', 'women', 'monday', 'fined', 'match', 'fee', 'maintaining', 'slow', 'rate', 'england', 'women', 'second', 'hove', 'england', 'match', 'referee', 'phil', 'whitticase', 'imposed', 'sanction', 'harmanpreet', 'kaur', 'led', 'india', 'ruled', 'short', 'target', 'time', 'allowances', 'taken', 'consideration', 'india', 'defeated', 'england', 'runs']",0,0.04562430735486471,-0.05818924367431785,0
50,Rajasthan BJP legislator sent to prison in forgery case,"BJP legislator Amrit Lal Meena was sent to jail on Tuesday in Rajasthan's Udaipur for submitting fake documents of his wife for her election as a village head in 2015. A chargesheet has been filed against wife Shanti Devi, who is out on bail. Police said Meena surrendered after the High Court and Supreme Court rejected his interim bail.",politics,"['bjp', 'legislator', 'amrit', 'lal', 'meena', 'sent', 'jail', 'tuesday', 'rajasthan', 'udaipur', 'submitting', 'fake', 'documents', 'wife', 'election', 'village', 'head', 'chargesheet', 'filed', 'wife', 'shanti', 'devi', 'bail', 'police', 'said', 'meena', 'surrendered', 'high', 'court', 'supreme', 'court', 'rejected', 'interim', 'bail']",1,0.07554315806885048,0.1650956827396035,1
51,Prashant Kishor meets Cong leader Rahul Gandhi at his residence in Delhi,"Poll strategist Prashant Kishor on Tuesday met Congress leader Rahul Gandhi at his residence in Delhi. According to reports, senior party leaders including Priyanka Gandhi, KC Venugopal and Harish Rawat, the in-charge of Punjab affairs, were present during the meeting. Last week, Punjab CM Captain Amarinder Singh had met Kishor at Kapurthala House, the CM's residence in Delhi.",politics,"['poll', 'strategist', 'prashant', 'kishor', 'tuesday', 'met', 'congress', 'leader', 'rahul', 'gandhi', 'residence', 'delhi', 'according', 'reports', 'senior', 'party', 'leaders', 'including', 'priyanka', 'gandhi', 'venugopal', 'harish', 'rawat', 'charge', 'punjab', 'affairs', 'present', 'meeting', 'week', 'punjab', 'captain', 'amarinder', 'singh', 'met', 'kishor', 'kapurthala', 'house', 'residence', 'delhi']",1,0.16645638981869376,0.1860159772530651,1
52,"Smriti Irani, Bhupender Yadav named in political affairs cabinet committee","Following the Union Cabinet reshuffle, the Centre has made changes in the cabinet committees naming Smriti Irani, Bhupender Yadav and Sarbananda Sonowal as part of the political affairs panel headed by PM Narendra Modi. Union Ministers Virendra Kumar, Kiren Rijiju and Anurag Singh Thakur have been named in the cabinet committee on Parliamentary affairs headed by Defence Minister Rajnath Singh.",politics,"['following', 'union', 'cabinet', 'reshuffle', 'centre', 'changes', 'cabinet', 'committees', 'naming', 'smriti', 'irani', 'bhupender', 'yadav', 'sarbananda', 'sonowal', 'political', 'affairs', 'panel', 'headed', 'narendra', 'modi', 'union', 'ministers', 'virendra', 'kumar', 'kiren', 'rijiju', 'anurag', 'singh', 'thakur', 'named', 'cabinet', 'committee', 'parliamentary', 'affairs', 'headed', 'defence', 'minister', 'rajnath', 'singh']",1,0.1233887120639896,0.2249388816046648,1
53,High time K'taka brings new population policy too: BJP leader CT Ravi,"BJP National General Secretary CT Ravi on Tuesday pitched for bringing in a new population policy in Karnataka, on the lines of Assam and UP. ""With the limited natural resources available, it'll be difficult to meet the needs of every citizen if there's a population explosion,"" he tweeted. However, the CMO said there are no such plans for the state.",politics,"['bjp', 'national', 'general', 'secretary', 'ravi', 'tuesday', 'pitched', 'bringing', 'new', 'population', 'policy', 'karnataka', 'lines', 'assam', 'limited', 'natural', 'resources', 'available', 'difficult', 'meet', 'needs', 'citizen', 'population', 'explosion', 'tweeted', 'cmo', 'said', 'plans', 'state']",1,-0.060516179198818895,0.062222957616793785,2
54,"At the age of becoming grandfather, Aamir wants 3rd wife: BJP MP Sudhir","Sudhir Gupta, Bharatiya Janata Party (BJP) MP from Madhya Pradesh's Mandsaur, said that at the age of becoming a grandfather, Aamir Khan is looking for a third wife. CNN-News18 quoted the BJP leader as saying, ""Aamir Khan left his first wife Reena Dutta with two children, Kiran Rao with one child and now...he is looking for a third wife.""",politics,"['sudhir', 'gupta', 'bharatiya', 'janata', 'party', 'bjp', 'madhya', 'pradesh', 'mandsaur', 'said', 'age', 'grandfather', 'aamir', 'khan', 'looking', 'wife', 'cnn', 'news', 'quoted', 'bjp', 'leader', 'saying', 'aamir', 'khan', 'left', 'wife', 'reena', 'dutta', 'children', 'kiran', 'rao', 'child', 'looking', 'wife']",1,0.2444759735139231,0.19000300428172984,1
55,"Rising COVID-19 cases worrying, take action: PM to northeast CMs","During his interaction with Chief Ministers of eight northeastern states on Tuesday, Prime Minister Narendra Modi expressed worry over the rise in COVID-19 cases in some districts and asked the CMs to take strict actions at the micro-level, a press release said. He suggested monitoring the variants of the virus and spoke about the importance of COVID-19 appropriate behaviour. ",politics,"['interaction', 'chief', 'ministers', 'northeastern', 'states', 'tuesday', 'prime', 'minister', 'narendra', 'modi', 'expressed', 'worry', 'rise', 'covid', 'cases', 'districts', 'asked', 'cms', 'strict', 'actions', 'micro', 'level', 'press', 'release', 'said', 'suggested', 'monitoring', 'variants', 'virus', 'spoke', 'importance', 'covid', 'appropriate', 'behaviour']",1,-0.10266366195662832,0.1427430529710372,1
56,"Rajya Sabha MP to move bill to penalise MPs, MLAs with over 2 kids","Rajya Sabha MP Rakesh Sinha has proposed to move a private member's bill on population regulation in the upcoming monsoon session of the Parliament. Among other penalties, the bill seeks to disqualify an MP, MLA or anybody from the local self-government if he or she has more than two children. The monsoon session is set to begin on July 19.",politics,"['rajya', 'sabha', 'rakesh', 'sinha', 'proposed', 'private', 'member', 'population', 'regulation', 'upcoming', 'monsoon', 'session', 'parliament', 'penalties', 'seeks', 'disqualify', 'mla', 'anybody', 'local', 'self', 'government', 'children', 'monsoon', 'session', 'set', 'begin', 'july']",1,-0.02931185647020218,0.11408993059374359,1
57,"We'll meet CM, Pawar over reservation issues: Maha Cong chief","Maharashtra Congress chief Nana Patole on Tuesday said leaders of the party will discuss the issue of Maratha and OBC reservations with NCP chief Sharad Pawar and CM Uddhav Thackeray. ""We should understand government functioning is different and party functioning is different,"" Patole said. Earlier, he had accused Sena and NCP leaders of spying on him and other Congress leaders. ",politics,"['maharashtra', 'congress', 'chief', 'nana', 'patole', 'tuesday', 'said', 'leaders', 'party', 'discuss', 'issue', 'maratha', 'obc', 'reservations', 'ncp', 'chief', 'sharad', 'pawar', 'uddhav', 'thackeray', 'understand', 'government', 'functioning', 'different', 'party', 'functioning', 'different', 'patole', 'said', 'earlier', 'accused', 'sena', 'ncp', 'leaders', 'spying', 'congress', 'leaders']",1,0.030899623294179657,0.19050663194365222,1
58,Good news for Punjab Cong soon: Harish Rawat after meeting Rahul,"After meeting Congress leader Rahul Gandhi, Punjab Congress in-charge Harish Rawat on Tuesday said that Congress' unit in the state will get ""good news"" in the next three to four days. Rawat also commented on the meeting between Rahul and poll strategist Prashant Kishor and said, ""Kishor didn't meet him to negotiate something regarding Punjab."" ",politics,"['meeting', 'congress', 'leader', 'rahul', 'gandhi', 'punjab', 'congress', 'charge', 'harish', 'rawat', 'tuesday', 'said', 'congress', 'unit', 'state', 'good', 'news', 'days', 'rawat', 'commented', 'meeting', 'rahul', 'poll', 'strategist', 'prashant', 'kishor', 'said', 'kishor', 'didn', 'meet', 'negotiate', 'regarding', 'punjab']",1,0.12576658874642072,0.20530074862677308,1
59,YS Sharmila goes on fast to demand jobs for the unemployed in T'gana,"YSR Telangana Party leader YS Sharmila on Tuesday went on a fast in Wanaparthy district of Telangana demanding the state government to fill the vacancies in government departments. A day after announcing that every Tuesday will be observed as 'unemployment day', Sharmila reached Wanaparthy district and consoled the family of an unemployed youth who recently died by suicide.",politics,"['ysr', 'telangana', 'party', 'leader', 'sharmila', 'tuesday', 'went', 'fast', 'wanaparthy', 'district', 'telangana', 'demanding', 'state', 'government', 'vacancies', 'government', 'departments', 'day', 'announcing', 'tuesday', 'observed', 'unemployment', 'day', 'sharmila', 'reached', 'wanaparthy', 'district', 'consoled', 'family', 'unemployed', 'youth', 'recently', 'died', 'suicide']",1,0.00939779551423091,0.135308287695431,1
60,DNA test ordered to identify body of man who died in WB violence,"The Calcutta HC on Tuesday ordered a DNA test to identify body of a BJP worker Abhijit Sarkar, who allegedly died in post-poll violence in West Bengal. His brother Biswajit reportedly failed to identify the body as it was mutilated. The samples have to be sent to CFSL, Kolkata, and the report to be submitted within seven days, HC added. ",politics,"['calcutta', 'tuesday', 'ordered', 'dna', 'test', 'identify', 'body', 'bjp', 'worker', 'abhijit', 'sarkar', 'allegedly', 'died', 'post', 'poll', 'violence', 'west', 'bengal', 'brother', 'biswajit', 'reportedly', 'failed', 'identify', 'body', 'mutilated', 'samples', 'sent', 'cfsl', 'kolkata', 'report', 'submitted', 'seven', 'days', 'added']",1,-0.014722302795869089,0.058082808904167664,1
61,Ex-Haryana CM blames BJP-JJP govt for rising unemployment in state,"Haryana's Leader of Opposition and ex-CM, Bhupinder Singh Hooda, blamed the BJP-JJP government for rising unemployment in Haryana. Hooda said, ""Haryana is consistently topping the country in terms of unemployment as several big projects have been shifted out of the state...We are ahead of states like Bihar, Uttar Pradesh, Uttarakhand, and Madhya Pradesh in terms of unemployment.""",politics,"['haryana', 'leader', 'opposition', 'bhupinder', 'singh', 'hooda', 'blamed', 'bjp', 'jjp', 'government', 'rising', 'unemployment', 'haryana', 'hooda', 'said', 'haryana', 'consistently', 'topping', 'country', 'terms', 'unemployment', 'big', 'projects', 'shifted', 'state', 'ahead', 'states', 'like', 'bihar', 'uttar', 'pradesh', 'uttarakhand', 'madhya', 'pradesh', 'terms', 'unemployment']",1,0.1014272245436975,0.14764545981884264,1
62,Loot of J&K only motive behind abrogation of Article 370: Mufti,"Peoples Democratic Party chief and former J&K CM Mehbooba Mufti said that the only motive behind the abrogation of Article 370 was the ""loot of J&K"". ""People from outside are being given top positions at Chenab Valley Power. Projects, our water...electricity go outside,"" she added. ""Our transporters are in trouble. They've to pay toll tax and whatnot,"" Mufti stated.",politics,"['peoples', 'democratic', 'party', 'chief', 'mehbooba', 'mufti', 'said', 'motive', 'abrogation', 'article', 'loot', 'people', 'outside', 'given', 'positions', 'chenab', 'valley', 'power', 'projects', 'water', 'electricity', 'outside', 'added', 'transporters', 'trouble', 'pay', 'toll', 'tax', 'whatnot', 'mufti', 'stated']",1,-0.1430334158639121,0.09359507322505871,2
63,Kejriwal has done PhD in lying: Anil Vij on water crisis in Delhi,"After the Delhi government blamed Haryana for the national capital's water shortage, Haryana Home Minister Anil Vij said that Delhi Chief Minister Arvind Kejriwal has done ""PhD in lying"". ""First, he showed fake data to get excessive medical oxygen and now he's falsely accusing us to hide his failure of not being able to provide water to Delhiites,"" Vij added.",politics,"['delhi', 'government', 'blamed', 'haryana', 'national', 'capital', 'water', 'shortage', 'haryana', 'home', 'minister', 'anil', 'vij', 'said', 'delhi', 'chief', 'minister', 'arvind', 'kejriwal', 'phd', 'lying', 'showed', 'fake', 'data', 'excessive', 'medical', 'oxygen', 'falsely', 'accusing', 'hide', 'failure', 'able', 'provide', 'water', 'delhiites', 'vij', 'added']",1,-0.02398318490929008,0.11437484560236945,1
64,"SP's Azam Khan, son recover from COVID-19; shifted back to jail ","Samajwadi Party MP Azam Khan and his 30-year-old son Abdullah Khan were on Tuesday shifted back to UP's Sitapur jail from a hospital in Lucknow where they were undergoing treatment for COVID-19, officials said. Azam Khan and his son were admitted to the hospital on May 9. They were lodged in jail in February 2020 in connection with various cases.",politics,"['samajwadi', 'party', 'azam', 'khan', 'year', 'old', 'son', 'abdullah', 'khan', 'tuesday', 'shifted', 'sitapur', 'jail', 'hospital', 'lucknow', 'undergoing', 'treatment', 'covid', 'officials', 'said', 'azam', 'khan', 'son', 'admitted', 'hospital', 'lodged', 'jail', 'february', 'connection', 'various', 'cases']",1,0.0751280358170307,0.13474928361871757,1
65,AAP has always recognised my vision & work for Punjab: Navjot Sidhu,"Amid efforts by Congress high command to end factionalism in party's Punjab unit, Congress' Navjot Singh Sidhu said AAP has ""always recognised his vision and work"" for Punjab. ""Be it before 2017 beadbi, drugs, farmers' issues, corruption and power crisis faced by people of Punjab...Today, as I present 'Punjab model'...it's clear they know who's really fighting for Punjab,"" Sidhu added.",politics,"['amid', 'efforts', 'congress', 'high', 'command', 'end', 'factionalism', 'party', 'punjab', 'unit', 'congress', 'navjot', 'singh', 'sidhu', 'said', 'aap', 'recognised', 'vision', 'work', 'punjab', 'beadbi', 'drugs', 'farmers', 'issues', 'corruption', 'power', 'crisis', 'faced', 'people', 'punjab', 'today', 'present', 'punjab', 'model', 'clear', 'know', 'really', 'fighting', 'punjab', 'sidhu', 'added']",1,0.010256491403030796,0.10355650001147355,1
66,8 BJP MLAs quit Bengal Assembly panels over Mukul Roy's elevation,"Eight BJP MLAs on Tuesday resigned as heads of Assembly Committees over the appointment of TMC’s Mukul Roy as the Chairman of the Public Accounts Committee (PAC). Leader of Opposition Suvendu Adhikari said Roy joined TMC, hence can’t be considered as a BJP member. As per norms, a member of the main Opposition party is made the PAC chief.",politics,"['bjp', 'mlas', 'tuesday', 'resigned', 'heads', 'assembly', 'committees', 'appointment', 'tmc', 'mukul', 'roy', 'chairman', 'public', 'accounts', 'committee', 'pac', 'leader', 'opposition', 'suvendu', 'adhikari', 'said', 'roy', 'joined', 'tmc', 'considered', 'bjp', 'member', 'norms', 'member', 'main', 'opposition', 'party', 'pac', 'chief']",1,0.04552231945576489,0.1722944894330298,1
67,Parliamentary system being politicised in Bengal Assembly: Suvendu,"Leader of Opposition in Bengal Assembly Suvendu Adhikari said he had a telephonic discussion with Lok Sabha Speaker Om Birla over the appointment of TMC's Mukul Roy as Chairman of Public Accounts Committee (PAC). ""We will send copies (of letter) on how the parliamentary system is being politicised in the [state] Assembly...to leaders of all Centre-led states,"" said Suvendu. ",politics,"['leader', 'opposition', 'bengal', 'assembly', 'suvendu', 'adhikari', 'said', 'telephonic', 'discussion', 'lok', 'sabha', 'speaker', 'birla', 'appointment', 'tmc', 'mukul', 'roy', 'chairman', 'public', 'accounts', 'committee', 'pac', 'send', 'copies', 'letter', 'parliamentary', 'politicised', 'state', 'assembly', 'leaders', 'centre', 'led', 'states', 'said', 'suvendu']",1,-0.012124274707004837,0.1503821208821633,1
68,Assam cattle bill is politically motivated: J'khand Congress chief,"Jharkhand Congress Working President, Rajesh Thakur, has said that Assam government's cattle protection bill is ""politically motivated"". Thakur added, ""Cow slaughter and beef sale [are] banned in many states including Jharkhand but such type of specifications are not given. It's part of BJP's attempt to polarise society."" The bill bars beef selling within 5 km of temples.",politics,"['jharkhand', 'congress', 'working', 'president', 'rajesh', 'thakur', 'said', 'assam', 'government', 'cattle', 'protection', 'politically', 'motivated', 'thakur', 'added', 'cow', 'slaughter', 'beef', 'sale', 'banned', 'states', 'including', 'jharkhand', 'type', 'specifications', 'given', 'bjp', 'attempt', 'polarise', 'society', 'bars', 'beef', 'selling', 'temples']",1,-0.003651809152431746,0.12585725400616668,1
69,"Punjab PCC to get new chief, Amarinder will stay CM: Harish Rawat","Punjab Congress in-charge Harish Rawat has said that Captain Amarinder Singh is going to retain his post as Chief Minister. ""Nobody demanded any change at that level,"" he added. Rawat, however, said that Punjab will get a new Pradesh Congress Committee (PCC) chief and a ""few new faces"" in the Cabinet of Amarinder Singh.",politics,"['punjab', 'congress', 'charge', 'harish', 'rawat', 'said', 'captain', 'amarinder', 'singh', 'going', 'retain', 'post', 'chief', 'minister', 'demanded', 'change', 'level', 'added', 'rawat', 'said', 'punjab', 'new', 'pradesh', 'congress', 'committee', 'pcc', 'chief', 'new', 'faces', 'cabinet', 'amarinder', 'singh']",1,0.08404656401314595,0.160272415410547,1
70,Congress will emerge number one party in Maharashtra: Nana Patole,"Maharashtra Congress chief Nana Patole said his party will emerge as the number one party in the state, maintaining that everything is fine in the alliance. ""We have been taking various issues of the common people since last few days. People are supporting us in our fight against the Centre over inflation and rising fuel prices,"" Patole said.",politics,"['maharashtra', 'congress', 'chief', 'nana', 'patole', 'said', 'party', 'emerge', 'number', 'party', 'state', 'maintaining', 'fine', 'alliance', 'taking', 'various', 'issues', 'common', 'people', 'days', 'people', 'supporting', 'fight', 'centre', 'inflation', 'rising', 'fuel', 'prices', 'patole', 'said']",1,-0.11592341521222667,0.07304485558506621,2
71,Centre's inept management of economy caused inflation: Chidambaram,"Criticising the Centre over the rising prices of fuel and other commodities, Congress leader P Chidambaram said inflation in the country was caused by Centre's ""wrong policies"" and its ""inept management"" of the economy. ""Congress demands that the...government immediately reduces the prices of petrol, diesel and LPG,"" he added. ""Inflation has broken the back of the people,"" Chidambaram said.",politics,"['criticising', 'centre', 'rising', 'prices', 'fuel', 'commodities', 'congress', 'leader', 'chidambaram', 'said', 'inflation', 'country', 'caused', 'centre', 'wrong', 'policies', 'inept', 'management', 'economy', 'congress', 'demands', 'government', 'immediately', 'reduces', 'prices', 'petrol', 'diesel', 'lpg', 'added', 'inflation', 'broken', 'people', 'chidambaram', 'said']",1,-0.11782382885153164,0.13236944766186282,2
72,K'taka CM is a mouse: Siddaramaiah over bank exam language row,"Congress leader Siddaramaiah on Tuesday demanded the resignation of Karnataka CM BS Yediyurappa for not providing an option to take banking exams in Kannada. Siddaramaiah tweeted, ""Yediyurappa's followers call him huli (tiger), but in reality, he is ili (mouse). He hides in burrows when he has to stand up in front of (Prime Minister) Narendra Modi.""",politics,"['congress', 'leader', 'siddaramaiah', 'tuesday', 'demanded', 'resignation', 'karnataka', 'yediyurappa', 'providing', 'option', 'banking', 'exams', 'kannada', 'siddaramaiah', 'tweeted', 'yediyurappa', 'followers', 'huli', 'tiger', 'reality', 'ili', 'mouse', 'hides', 'burrows', 'stand', 'prime', 'minister', 'narendra', 'modi']",1,0.05627995999806227,0.11972080154166094,1
73,Modi govt is least concerned in protecting people's lives: Yechury,"Citing a slow vaccination rate, CPI(M) General Secretary Sitaram Yechury on Tuesday remarked that the Modi government is least concerned in protecting people's lives. ""[On] July 11, only 1.33 million vaccines were administered, lowest since May 30, says CoWin. To meet the target of all adults vaccinated by year-end, 8.65 million vaccines must be administered daily till then,"" Yechury tweeted. ",politics,"['citing', 'slow', 'vaccination', 'rate', 'cpi', 'general', 'secretary', 'sitaram', 'yechury', 'tuesday', 'remarked', 'modi', 'government', 'concerned', 'protecting', 'people', 'lives', 'july', 'million', 'vaccines', 'administered', 'lowest', 'says', 'cowin', 'meet', 'target', 'adults', 'vaccinated', 'year', 'end', 'million', 'vaccines', 'administered', 'daily', 'till', 'yechury', 'tweeted']",1,-0.10179970538724971,0.061496276872433565,2
74,Telangana Congress leader Kaushik Reddy expelled over viral clip ,"Congress leader Padi Kaushik Reddy has been expelled by the Telangana Congress after a clip that showed Reddy expressing readiness to join the TRS party went viral. However, reports said that Reddy had submitted his resignation to party president Sonia Gandhi. ""I and many workers in the Congress have worked hard for the party but went unrecognised,"" Kaushik Reddy said. ",politics,"['congress', 'leader', 'padi', 'kaushik', 'reddy', 'expelled', 'telangana', 'congress', 'clip', 'showed', 'reddy', 'expressing', 'readiness', 'join', 'trs', 'party', 'went', 'viral', 'reports', 'said', 'reddy', 'submitted', 'resignation', 'party', 'president', 'sonia', 'gandhi', 'workers', 'congress', 'worked', 'hard', 'party', 'went', 'unrecognised', 'kaushik', 'reddy', 'said']",1,0.07470617462195582,0.18952649020976353,1
